0	0.067
0	0.09
0	0.113
0	0.132
0	0.154
0	0.174
0	0.197
0	0.216
0	0.238
0	0.26
0	0.29
0	0.301
0	0.324
0	0.344
0	0.365
0	0.386
0	0.414
0	0.432
0	0.458
0	0.475
0	0.5
0	0.513
0	0.535
0	0.564
0	0.575
0	0.596
0	0.618
0	0.638
0	0.66
0	0.682
0	0.703
0	0.732
0	0.745
0	0.775
0	0.788
0	0.808
0	0.83
0	0.852
0	0.881
0	0.902
0	0.914
0	0.936
0	0.965
0	0.977
0	1
0	1.019
0	1.041
0	1.062
0	1.084
0	1.105
0	1.124
0	1.145
0	1.167
0	1.189
0	1.21
0	1.231
0	1.252
0	1.272
0	1.299
0	1.315
0	1.344
0	1.358
0	1.378
0	1.399
0	1.421
0	1.442
0	1.462
0	1.485
0	1.505
0	1.528
0	1.556
0	1.578
0	1.589
0	1.612
0	1.632
0	1.662
0	1.673
0	1.705
0	1.717
0	1.738
0	1.759
0	1.789
0	1.8
0	1.822
0	1.842
0	1.864
0	1.886
0	1.906
0	1.928
0	1.955
0	1.97
0	1.99
0	2.014
0	2.036
0	2.055
0	2.076
0	2.096
0	2.118
0	2.138
0	2.169
0	2.189
0	2.202
0	2.222
0	2.244
0	2.265
0	2.288
0	2.309
0	2.33
0	2.361
0	2.371
0	2.392
0	2.414
0	2.439
0	2.456
0	2.477
0	2.499
0	2.528
0	2.549
0	2.56
0	2.591
0	2.61
0	2.633
0	2.646
0	2.667
0	2.687
0	2.71
0	2.737
0	2.761
0	2.775
0	2.802
0	2.824
0	2.835
0	2.858
0	2.878
0	2.908
0	2.921
0	2.941
0	2.961
0	2.984
0	3.004
0	3.027
0	3.046
0	3.068
0	3.088
0	3.11
0	3.14
0	3.152
0	3.174
0	3.194
0	3.224
0	3.238
0	3.258
0	3.287
0	3.3
0	3.323
0	3.352
0	3.366
0	3.394
0	3.414
0	3.427
0	3.457
0	3.469
0	3.493
0	3.521
0	3.532
0	3.554
0	3.574
