0	0.063
0	0.078
0	0.109
0	0.125
0	0.141
0	0.172
0	0.187
0	0.219
0	0.234
0	0.265
0	0.297
0	0.312
0	0.346
0	0.362
0	0.393
0	0.409
0	0.424
0	0.442
0	0.473
0	0.489
0	0.52
0	0.536
0	0.551
0	0.567
0	0.598
0	0.629
0	0.629
0	0.66
0	0.676
0	0.707
0	0.723
0	0.738
0	0.77
0	0.785
0	0.801
0	0.848
0	0.88
0	0.88
0	0.911
0	0.927
0	0.958
0	0.974
0	0.99
0	1.021
0	1.037
0	1.084
0	1.099
0	1.115
0	1.146
0	1.162
0	1.177
0	1.208
0	1.224
0	1.255
0	1.271
0	1.288
0	1.32
0	1.335
0	1.366
0	1.366
0	1.398
0	1.429
0	1.444
0	1.476
0	1.507
0	1.522
0	1.554
0	1.569
0	1.585
0	1.616
0	1.632
0	1.663
0	1.663
0	1.694
0	1.71
0	1.741
0	1.756
