0	0.047
0	0.062
0	0.093
0	0.109
0	0.125
0	0.156
0	0.171
0	0.203
0	0.218
0	0.247
0	0.258
0	0.289
0	0.305
0	0.336
0	0.351
0	0.367
0	0.383
0	0.414
0	0.429
0	0.445
0	0.476
0	0.492
0	0.507
0	0.539
0	0.585
0	0.601
0	0.617
0	0.648
0	0.663
0	0.679
0	0.71
0	0.727
0	0.758
0	0.774
0	0.789
0	0.805
0	0.836
0	0.852
0	0.867
0	0.898
0	0.914
0	0.945
0	0.961
0	0.976
0	0.992
0	1.023
0	1.054
0	1.07
0	1.086
0	1.101
0	1.132
0	1.148
0	1.168
0	1.199
0	1.214
0	1.23
0	1.248
0	1.279
0	1.294
0	1.326
0	1.341
0	1.357
0	1.372
0	1.404
0	1.419
0	1.45
0	1.466
0	1.482
0	1.513
0	1.528
0	1.56
0	1.591
0	1.606
0	1.638
0	1.653
0	1.684
0	1.7
0	1.718
0	1.749
0	1.78
0	1.812
0	1.828
0	1.843
0	1.875
0	1.89
0	1.906
0	1.937
0	1.953
0	1.968
0	1.999
0	2.015
0	2.031
0	2.062
0	2.077
0	2.093
0	2.126
0	2.142
0	2.157
0	2.189
0	2.204
0	2.22
0	2.252
0	2.268
0	2.299
0	2.314
0	2.346
0	2.361
0	2.377
0	2.392
0	2.424
0	2.439
0	2.455
0	2.486
0	2.502
0	2.517
0	2.548
0	2.564
0	2.58
0	2.611
0	2.642
0	2.658
0	2.673
0	2.689
0	2.704
0	2.736
0	2.751
0	2.782
0	2.798
0	2.814
0	2.845
0	2.86
0	2.876
0	2.907
0	2.938
0	2.938
0	2.97
0	2.985
0	3.016
0	3.035
0	3.051
0	3.066
0	3.097
0	3.113
0	3.129
0	3.16
0	3.175
0	3.207
0	3.222
0	3.238
0	3.269
0	3.285
0	3.316
0	3.331
0	3.347
0	3.363
0	3.394
0	3.409
0	3.425
0	3.456
0	3.472
0	3.503
0	3.519
0	3.534
0	3.565
0	3.581
0	3.597
0	3.628
0	3.643
0	3.659
0	3.691
0	3.707
0	3.738
0	3.754
0	3.769
0	3.785
0	3.816
0	3.832
0	3.863
0	3.878
0	3.894
0	3.925
0	3.941
0	3.972
0	3.99
0	4.005
0	4.021
0	4.036
0	4.068
0	4.083
0	4.114
0	4.13
0	4.161
0	4.177
0	4.192
0	4.224
0	4.24
0	4.256
0	4.271
0	4.303
0	4.318
0	4.334
0	4.365
