0	0.054
0	0.086
0	0.108
0	0.125
0	0.15
0	0.176
0	0.182
0	0.201
0	0.226
0	0.246
0	0.265
0	0.293
0	0.31
0	0.33
0	0.349
0	0.371
0	0.393
0	0.414
0	0.436
0	0.456
0	0.485
0	0.498
0	0.52
0	0.542
0	0.562
0	0.593
0	0.604
0	0.636
0	0.645
0	0.67
0	0.699
0	0.714
0	0.73
0	0.753
0	0.775
0	0.793
0	0.815
0	0.835
0	0.857
0	0.885
0	0.921
0	0.941
0	0.974
0	0.985
0	1.008
0	1.027
0	1.058
0	1.07
0	1.089
0	1.111
0	1.133
0	1.153
0	1.176
0	1.196
0	1.218
0	1.248
0	1.259
0	1.281
0	1.301
0	1.324
0	1.344
0	1.375
0	1.386
0	1.406
0	1.428
0	1.45
0	1.481
0	1.493
0	1.515
0	1.535
0	1.556
0	1.586
0	1.608
0	1.622
0	1.65
0	1.661
0	1.681
0	1.703
0	1.724
0	1.745
0	1.767
0	1.792
0	1.82
0	1.841
0	1.852
0	1.873
0	1.899
0	1.937
0	1.957
0	1.978
0	1.999
0	2.03
0	2.058
0	2.064
0	2.104
0	2.141
0	2.162
0	2.188
0	2.222
0	2.244
0	2.252
0	2.285
0	2.294
0	2.316
0	2.349
0	2.358
0	2.38
0	2.406
0	2.444
0	2.464
0	2.485
0	2.518
0	2.527
0	2.549
0	2.579
0	2.591
0	2.611
0	2.634
0	2.665
0	2.676
0	2.707
0	2.718
0	2.738
0	2.76
0	2.78
0	2.802
0	2.822
0	2.844
0	2.867
0	2.886
0	2.915
0	2.929
0	2.949
0	2.971
0	3.005
0	3.014
0	3.034
0	3.056
0	3.076
0	3.098
0	3.129
0	3.14
0	3.162
0	3.182
0	3.205
0	3.225
0	3.245
0	3.267
0	3.288
0	3.309
0	3.331
0	3.352
0	3.374
0	3.394
0	3.414
0	3.437
0	3.468
0	3.479
0	3.5
0	3.52
0	3.542
0	3.563
0	3.584
0	3.604
0	3.626
0	3.648
0	3.67
0	3.689
0	3.711
0	3.742
0	3.753
0	3.775
0	3.801
0	3.828
0	3.837
0	3.861
0	3.879
0	3.903
0	3.927
0	3.958
0	3.987
0	4.007
0	4.036
0	4.049
0	4.071
