0	0.064
0	0.098
0	0.118
0	0.14
0	0.16
0	0.18
0	0.202
0	0.224
0	0.236
0	0.256
0	0.278
0	0.299
0	0.319
0	0.341
0	0.362
0	0.385
0	0.414
0	0.426
0	0.446
0	0.478
0	0.489
0	0.51
0	0.533
0	0.562
0	0.573
0	0.595
0	0.615
0	0.637
0	0.66
0	0.68
0	0.701
0	0.732
0	0.751
0	0.764
0	0.785
0	0.806
0	0.836
0	0.87
0	0.892
0	0.912
0	0.943
0	0.954
0	0.986
0	0.995
0	1.018
0	1.04
0	1.06
0	1.082
0	1.102
0	1.124
0	1.146
0	1.166
0	1.188
0	1.208
0	1.229
0	1.252
0	1.272
0	1.294
0	1.314
0	1.337
0	1.357
0	1.379
0	1.399
0	1.421
0	1.44
0	1.463
0	1.484
0	1.504
0	1.527
0	1.547
0	1.579
0	1.588
0	1.61
0	1.63
0	1.654
0	1.674
0	1.695
0	1.717
0	1.737
0	1.759
0	1.779
0	1.801
0	1.823
0	1.847
0	1.865
0	1.885
0	1.907
0	1.939
0	1.949
0	1.97
0	1.991
0	2.013
0	2.033
0	2.055
0	2.077
0	2.097
0	2.118
0	2.139
0	2.161
0	2.181
0	2.212
0	2.225
0	2.244
0	2.267
0	2.292
0	2.329
0	2.382
0	2.394
0	2.414
0	2.435
0	2.457
0	2.478
0	2.509
0	2.531
0	2.551
0	2.562
0	2.583
0	2.614
0	2.627
0	2.656
0	2.668
0	2.691
0	2.711
0	2.743
0	2.763
0	2.775
0	2.804
0	2.827
0	2.86
0	2.881
0	2.899
0	2.923
0	2.943
0	2.964
0	2.987
0	3.006
0	3.028
0	3.049
0	3.07
0	3.091
0	3.123
0	3.135
0	3.176
0	3.183
0	3.228
0	3.239
0	3.261
0	3.292
0	3.304
0	3.323
0	3.346
0	3.376
0.02	3.388
0.03	3.41
0.05	3.43
0.05	3.451
0.05	3.474
0.05	3.496
0.05	3.518
0.05	3.537
0.05	3.558
0.05	3.589
0.05	3.6
0.05	3.624
0.05	3.643
0.05	3.665
0.05	3.685
0.05	3.706
0.05	3.728
0.05	3.749
0.05	3.771
0.05	3.791
0.05	3.814
0.05	3.843
0.05	3.854
0.05	3.883
0.05	3.909
0.05	3.949
0.05	3.961
0.05	3.981
0.07	4.003
0.08	4.025
0.1	4.045
0.12	4.069
0.13	4.088
0.15	4.121
0.17	4.131
0.17	4.162
0.18	4.173
0.18	4.193
0.18	4.224
0.18	4.236
0.18	4.268
0.18	4.288
0.18	4.301
0.18	4.33
0.18	4.352
0.18	4.362
0.18	4.385
0.18	4.406
0.18	4.436
0.18	4.448
0.18	4.478
0.18	4.489
0.18	4.51
0.18	4.542
0.18	4.552
0.18	4.575
0.18	4.605
0.18	4.617
0.2	4.639
0.22	4.66
0.22	4.681
0.22	4.701
0.22	4.723
0.23	4.744
0.25	4.765
0.27	4.787
0.28	4.807
0.3	4.829
0.32	4.849
0.33	4.871
0.35	4.9
0.35	4.915
0.35	4.955
0.35	4.976
0.35	4.997
0.35	5.018
0.35	5.041
0.35	5.063
0.35	5.083
0.35	5.103
0.35	5.135
0.35	5.147
0.35	5.167
0.35	5.199
0.35	5.219
0.35	5.231
0.35	5.251
0.37	5.273
0.37	5.305
0.37	5.326
0.37	5.337
0.37	5.357
0.37	5.38
0.37	5.401
0.37	5.422
0.38	5.443
0.38	5.467
0.4	5.505
0.42	5.527
0.43	5.55
0.45	5.569
0.47	5.591
0.47	5.613
0.47	5.633
0.47	5.655
0.47	5.685
0.47	5.714
0.47	5.722
0.47	5.77
0.47	5.791
0.47	5.801
0.47	5.823
0.47	5.844
0.47	5.867
0.47	5.886
0.48	5.916
0.5	5.946
0.52	5.971
0.52	5.993
0.52	6.014
