{ 0, 0, 0, 21.803416, -0.357981, 158.045126, 0.406711, 0.735183, 0.140457 },
{ 0, 0, 1, -6.073512, -2.606395, -15.608447, -0.209670, -0.708792, 0.880154 },
{ 0, 0, 2, 15.126982, -0.713844, 54.980719, -0.303366, -0.836719, 0.081147 },
{ 0, 0, 3, 1.874139, -0.500443, 4.355993, 0.019204, -0.102905, -0.085672 },
{ 0, 0, 4, 1.044441, 1.401582, -2.965669, 0.175404, 0.325571, -0.129012 },
{ 0, 1, 0, 48.863526, -3.450387, -11.011356, 0.181230, 0.038230, 0.001367 },
{ 0, 1, 1, -44.307149, 2.116908, 10.406542, -0.085269, -0.063664, -0.023209 },
{ 0, 1, 2, -1.712522, 3.817672, -1.464059, 0.779594, -0.033909, -0.254864 },
{ 0, 1, 3, 2.511779, 0.555394, -0.888443, 0.062366, 0.007561, -0.020404 },
{ 0, 1, 4, 0.914764, -0.905594, 0.265961, -0.058076, 0.027384, 0.035687 },
{ 0, 2, 0, 10.546011, 51.736013, -0.594712, -0.631963, -0.813954, 0.352289 },
{ 0, 2, 1, -4.711368, -42.652684, -1.988566, 0.695768, 0.885761, -0.424036 },
{ 0, 2, 2, -12.649525, -2.352527, 2.060960, 0.654659, 1.940134, -0.314758 },
{ 0, 2, 3, -1.941982, 3.284986, 1.223774, 0.030680, 0.202360, 0.029200 },
{ 0, 2, 4, 2.124354, -0.680705, 0.771583, -0.309381, -0.508973, 0.179587 },
{ 0, 3, 0, 0.431861, 1.462649, 1.087983, -0.255695, -0.563191, 0.111996 },
{ 0, 3, 1, 0.806635, 0.775613, -1.933285, 0.311380, 0.542673, -0.156519 },
{ 0, 3, 2, -0.908708, -1.291010, -0.500266, 0.218076, 0.636153, -0.075169 },
{ 0, 3, 3, -0.493710, 0.165949, 0.578331, -0.035650, 0.075250, 0.035196 },
{ 0, 3, 4, -1.252428, -0.547396, 1.063787, -0.151561, -0.251096, 0.068156 },
{ 0, 4, 0, -1.035134, -2.766801, -0.235650, 0.234519, 0.020381, -0.149085 },
{ 0, 4, 1, 0.132007, 1.886676, 0.543111, -0.222502, 0.019737, 0.142439 },
{ 0, 4, 2, 0.893809, 2.736032, 0.406055, -0.268901, -0.079784, 0.169233 },
{ 0, 4, 3, -0.128872, -0.028045, 0.166577, -0.035164, -0.058982, 0.020723 },
{ 0, 4, 4, -0.010268, -1.705693, -0.244699, 0.102381, -0.020590, -0.064547 },
{ 1, 0, 0, 24.486367, -0.263765, -6.645388, 0.396112, 0.370646, -0.213165 },
{ 1, 0, 1, -8.017553, -0.470216, 4.048036, -0.182327, -0.315022, 0.168101 },
{ 1, 0, 2, 10.488118, -0.780565, -0.451468, -0.307336, -0.465594, 0.186934 },
{ 1, 0, 3, 1.233379, -1.011772, -0.168871, 0.008928, -0.094936, -0.005686 },
{ 1, 0, 4, 2.059283, 0.382140, -1.685158, 0.162408, 0.154389, -0.099562 },
{ 1, 1, 0, -4.304425, -2.221957, -11.362113, -0.032467, 0.122189, -0.060630 },
{ 1, 1, 1, 3.710101, 1.029891, 10.978221, 0.008574, -0.136262, 0.047102 },
{ 1, 1, 2, 1.740418, 2.611120, -0.650107, -0.011689, -0.125640, -0.186108 },
{ 1, 1, 3, 0.205840, 0.402961, -0.918838, 0.011118, -0.004149, -0.023039 },
