{ 0, 0, 0, 10.978404, 1.656384, 88.574048, 0.153290, -0.000422, 0.889156 },
{ 0, 0, 1, -1.202934, -1.602155, -16.660781, 0.036308, -0.007289, 0.058610 },
{ 0, 0, 2, 3.261913, -1.199821, 20.718915, -0.014283, -0.004493, -0.080682 },
{ 0, 0, 3, 0.046268, 0.159755, 4.458384, -0.006116, 0.001133, 0.010358 },
{ 0, 0, 4, 0.127286, 0.613233, 0.248237, 0.011992, 0.000784, 0.028003 },
{ 0, 1, 0, 18.111003, -0.461231, -2.318202, 0.522054, 0.012775, -0.073418 },
{ 0, 1, 1, -14.158821, 0.352610, 1.450043, -0.419240, 0.013964, 0.049864 },
{ 0, 1, 2, 3.682714, 0.452702, -1.253958, 0.007752, 0.011631, -0.015668 },
{ 0, 1, 3, -0.309881, -0.067032, 0.329081, -0.019475, -0.002825, 0.009935 },
{ 0, 1, 4, 0.558993, -0.185385, 0.165905, 0.095578, -0.005408, -0.010930 },
{ 0, 2, 0, 0.680087, 17.685381, 0.150098, -0.007303, 0.518581, 0.009844 },
{ 0, 2, 1, -0.207074, -13.282105, -0.184377, -0.013937, -0.408472, -0.005481 },
{ 0, 2, 2, -0.328401, 4.182460, 0.072301, -0.009861, 0.015019, 0.002631 },
{ 0, 2, 3, -0.003438, -0.573023, 0.022017, 0.001350, -0.023193, -0.000155 },
{ 0, 2, 4, 0.195857, 0.373389, -0.035883, 0.005938, 0.095074, -0.000311 },
{ 0, 3, 0, -0.042449, 0.311660, -0.014343, -0.004008, 0.006942, 0.000015 },
{ 0, 3, 1, -0.382087, -0.499213, 0.075762, -0.003364, -0.012145, 0.001189 },
{ 0, 3, 2, 0.288678, -0.110262, -0.054434, 0.009564, -0.002038, -0.001852 },
{ 0, 3, 3, 0.189557, 0.092538, -0.037471, 0.003229, 0.002622, -0.000754 },
{ 0, 3, 4, -0.209249, 0.034895, 0.052152, -0.009128, 0.001483, 0.001932 },
{ 0, 4, 0, -0.693420, -0.411780, 0.132634, -0.009266, -0.009420, -0.000133 },
{ 0, 4, 1, 0.771209, 0.032890, -0.172790, 0.012517, 0.002939, -0.000546 },
{ 0, 4, 2, 0.280162, 0.624173, -0.082097, 0.002388, 0.015463, -0.000075 },
{ 0, 4, 3, -0.139030, 0.141657, 0.044458, -0.002408, 0.002274, 0.000428 },
{ 0, 4, 4, -0.168913, -0.417856, 0.046383, -0.002143, -0.013503, -0.000046 },
{ 1, 0, 0, 10.784938, -1.238889, -0.718424, 0.142082, -0.011282, -0.011871 },
{ 1, 0, 1, -0.106186, 1.346860, -1.060465, 0.064572, 0.016572, -0.027192 },
{ 1, 0, 2, 4.564860, 0.822320, -0.970680, -0.001012, 0.006522, 0.000029 },
{ 1, 0, 3, -0.013553, -0.229630, 0.258551, -0.010545, -0.002989, 0.005044 },
