10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	27
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	27
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	27
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	59
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	59
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	59
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	90
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	90
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	90
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	121
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	121
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	121
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	152
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	152
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	152
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	183
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	183
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	183
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	215
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	215
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	215
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	246
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	246
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	246
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	277
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	277
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	277
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	308
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	308
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	308
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	339
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	339
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	339
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	371
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	371
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	371
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	402
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	402
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	402
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	433
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	433
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	433
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	464
8.15541	8.54785	237.04	-0.523755	-0.590526	0.61397	0	464
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	464
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	495
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	495
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	495
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	527
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	527
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	527
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	558
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	558
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	558
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	589
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	589
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	589
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	620
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	620
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	620
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	651
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	651
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	651
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	684
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	684
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	684
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	715
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	715
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	715
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	746
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	746
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	746
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	777
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	777
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	777
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	808
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	808
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	808
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	840
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	840
-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	-4.8367e-026	0	840
10.992	12.146	230.713	-0.281108	0.5193	0.807035	0	871
8.15491	8.54715	237.04	-0.523767	-0.590538	0.613949	0	871
