{ 0, 0, 0, 30.832297, 41.460966, 140.837547, 0.624848, 1.022524, 0.684363 },
{ 0, 0, 1, -13.459544, -43.099672, 6.515466, -0.430450, -1.019236, 0.277369 },
{ 0, 0, 2, -6.848275, -43.487331, 3.626974, -0.297906, -1.099227, 0.190879 },
{ 0, 0, 3, 2.057619, -1.767265, -1.141597, 0.036798, -0.072346, -0.035414 },
{ 0, 0, 4, 5.426720, 18.898555, -2.527934, 0.180148, 0.453378, -0.112699 },
{ 0, 1, 0, 0.401164, -12.804455, 4.001730, -0.123442, -0.191093, 0.148441 },
{ 0, 1, 1, 7.336018, 7.557383, -5.179061, 0.292538, 0.082971, -0.182681 },
{ 0, 1, 2, -0.339678, 15.458165, -4.505871, 0.127363, 0.244214, -0.160985 },
{ 0, 1, 3, 0.106989, 2.656420, -0.537353, 0.004733, 0.052637, -0.013323 },
{ 0, 1, 4, -3.162066, -3.582688, 2.262600, -0.079063, -0.042656, 0.065657 },
{ 0, 2, 0, -5.407458, -58.512594, 2.823561, -0.430685, -1.595341, 0.257900 },
{ 0, 2, 1, 18.294223, 69.248973, -9.277262, 0.678082, 1.773617, -0.428296 },
{ 0, 2, 2, -0.405110, 60.548540, 0.377301, 0.339860, 1.689466, -0.179881 },
{ 0, 2, 3, -5.571233, 2.504436, 3.063422, -0.084401, 0.103798, 0.073131 },
{ 0, 2, 4, -7.237728, -30.264003, 3.565819, -0.285330, -0.734042, 0.175022 },
{ 0, 3, 0, 2.148124, -27.293699, -0.952457, -0.093632, -0.718842, 0.051256 },
{ 0, 3, 1, 2.933235, 29.428321, -1.603727, 0.201753, 0.736698, -0.123564 },
{ 0, 3, 2, -4.996873, 27.462513, 2.454058, 0.034746, 0.749834, -0.008888 },
{ 0, 3, 3, -2.766818, 0.383555, 1.453955, -0.056334, 0.035658, 0.040462 },
{ 0, 3, 4, -0.848531, -12.783983, 0.449451, -0.079777, -0.325236, 0.046726 },
{ 0, 4, 0, 3.588554, 11.725745, -2.662976, 0.139548, 0.213099, -0.107370 },
{ 0, 4, 1, -5.535648, -10.198058, 3.747660, -0.169166, -0.168038, 0.130548 },
{ 0, 4, 2, -3.027411, -13.378175, 2.359348, -0.138978, -0.260497, 0.106081 },
{ 0, 4, 3, 0.518254, -1.678431, -0.274058, -0.000434, -0.047456, -0.000457 },
{ 0, 4, 4, 2.370332, 4.699202, -1.607471, 0.074800, 0.080093, -0.057432 },
{ 1, 0, 0, 29.027798, 25.781276, -10.161588, 0.523689, 0.569046, -0.293520 },
{ 1, 0, 1, -10.353974, -24.868720, 7.156780, -0.300317, -0.525173, 0.240260 },
{ 1, 0, 2, -6.753936, -27.680956, 5.542384, -0.227014, -0.634299, 0.200735 },
{ 1, 0, 3, 1.259583, -2.002327, -0.513641, 0.022630, -0.066561, -0.010846 },
{ 1, 0, 4, 4.154199, 11.115112, -2.946729, 0.125668, 0.240738, -0.101658 },
{ 1, 1, 0, -10.818501, -5.835479, 3.193169, -0.193077, -0.043613, 0.103903 },
{ 1, 1, 1, 8.001637, 1.853480, -3.889389, 0.122414, -0.035348, -0.125568 },
{ 1, 1, 2, 12.204689, 7.789766, -3.857512, 0.226378, 0.079244, -0.120315 },
{ 1, 1, 3, 1.436240, 1.934092, -0.687203, 0.033952, 0.034726, -0.016778 },
{ 1, 1, 4, -3.592579, -1.007787, 1.748385, -0.060505, 0.011610, 0.042666 },
{ 1, 2, 0, -4.924688, -45.617679, 6.572552, -0.313148, -1.002367, 0.285205 },
{ 1, 2, 1, 14.004703, 42.691008, -10.863832, 0.484285, 0.900541, -0.389805 },
{ 1, 2, 2, 0.584381, 49.184383, -4.698917, 0.249344, 1.117567, -0.250109 },
{ 1, 2, 3, -4.136327, 3.795085, 1.748932, -0.059138, 0.118605, 0.031615 },
{ 1, 2, 4, -5.474691, -19.089222, 4.449054, -0.203668, -0.411997, 0.165624 },
{ 1, 3, 0, 2.009410, -17.333672, 0.475521, -0.055409, -0.444203, 0.069008 },
{ 1, 3, 1, 1.739317, 19.224662, -2.446615, 0.136385, 0.459705, -0.122665 },
{ 1, 3, 2, -4.310641, 17.581127, 0.672593, 0.007747, 0.474799, -0.039309 },
{ 1, 3, 3, -2.229091, 0.364888, 1.100821, -0.045732, 0.032680, 0.028224 },
{ 1, 3, 4, -0.375819, -8.482814, 0.872041, -0.052831, -0.207856, 0.049293 },
{ 1, 4, 0, 4.472403, 6.468241, -2.601277, 0.130646, 0.092020, -0.088850 },
{ 1, 4, 1, -5.527970, -5.347938, 3.220429, -0.141610, -0.058771, 0.099273 },
{ 1, 4, 2, -4.293746, -7.788820, 2.532116, -0.138365, -0.129445, 0.093939 },
{ 1, 4, 3, 0.132786, -1.321507, -0.045795, -0.008519, -0.036967, 0.005601 },
{ 1, 4, 4, 2.408224, 2.572252, -1.416878, 0.063989, 0.031564, -0.045055 },
